accuracy,macro_p,macro_r,macro_f1,weighted_f1,f1_c0,f1_c1,f1_c2,recall_c2,model,run
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),13
0.9195402298850575,0.9464153732446415,0.768197177499503,0.8131573914706444,0.9140272090002044,0.9523809523809523,0.9156626506024096,0.5714285714285714,0.4,GCN (original),14
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),15
0.9080459770114943,0.7797487065779749,0.7015305108328365,0.7179192962325492,0.897606847752257,0.9523809523809523,0.9156626506024096,0.2857142857142857,0.2,GCN (original),16
0.9310344827586207,0.8497510556500912,0.7767441860465115,0.8012001548586914,0.9258614014711575,0.9523809523809523,0.9512195121951219,0.5,0.4,GCN (original),17
0.9310344827586207,0.8510101010101009,0.7767441860465115,0.8012048192771085,0.9263952361168813,0.963855421686747,0.9397590361445783,0.5,0.4,GCN (original),18
0.9310344827586207,0.8510101010101009,0.7767441860465115,0.8012048192771085,0.9263952361168813,0.963855421686747,0.9397590361445783,0.5,0.4,GCN (original),19
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),20
0.8735632183908046,0.9163504968383017,0.6774796263168357,0.7063492063492064,0.861247947454844,0.9047619047619048,0.8809523809523809,0.3333333333333333,0.2,GCN (original),21
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),22
0.9310344827586207,0.8510101010101009,0.7767441860465115,0.8012048192771085,0.9263952361168813,0.963855421686747,0.9397590361445783,0.5,0.4,GCN (original),23
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),24
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),25
0.9195402298850575,0.7873244641537324,0.710077519379845,0.7259514247466053,0.9084086757539187,0.9523809523809523,0.9397590361445783,0.2857142857142857,0.2,GCN (original),26
0.9195402298850575,0.8412698412698413,0.768197177499503,0.7931493585088356,0.9145193198607666,0.9411764705882353,0.9382716049382716,0.5,0.4,GCN (original),27
0.9195402298850575,0.8419991176655953,0.768197177499503,0.7930700735578785,0.9149278438597193,0.9523809523809523,0.926829268292683,0.5,0.4,GCN (original),28
0.9310344827586207,0.8510101010101009,0.7767441860465115,0.8012048192771085,0.9263952361168813,0.963855421686747,0.9397590361445783,0.5,0.4,GCN (original),29
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),0
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),1
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),2
0.9425287356321839,0.9607170099160945,0.841025641025641,0.8837856899654652,0.9398631524745433,0.9662921348314607,0.935064935064935,0.75,0.6,GCN (reverse-edge),3
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),4
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),5
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),6
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),7
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),8
0.9540229885057471,0.968091168091168,0.8495726495726496,0.891996891996892,0.9514106583072102,0.9772727272727273,0.9487179487179487,0.75,0.6,GCN (reverse-edge),9
0.9655172413793104,0.9757575757575757,0.8581196581196582,0.9001770211940444,0.9629279823932061,0.9885057471264368,0.9620253164556962,0.75,0.6,GCN (reverse-edge),10
